oldID,newID
1623_and_218538_and_28116,28116__1623_218538
33043_and_69825,33043__69825
1624_and_40519_and_84031,40519__1624_84031
166486_and_1680_and_301301,1680__166486_301301
28117_and_46503_and_74426,28117__46503_74426
216816_and_341225,216816__341225
1623_and_218538,1623__218538
1559_and_1681_and_39485,39485__1559_1681
239935_and_33987_and_626937,33987__239935_626937
1559_and_1681,1559__1681
46503_and_74426,46503__74426
166486_and_301301,166486__301301
204516_and_328813_and_817,328813__817_204516
179995_and_33038_and_52226,179995__33038_52226
261299_and_574375,261299__574375
349096_and_40518_and_823,823__40518_349096
208479_and_328812,208479__328812
1264_and_190721,1264__190721
239935_and_626937,239935__626937
1352_and_329854,1352__329854
1624_and_84031,1624__84031
1328_and_28135,1328__28135
573_and_907,573__907
180282_and_36835,36835__180282
729_and_88431,729__88431
46228_and_46506_and_84026,46228__46506_84026
39491_and_40520_and_536633,536633__39491_40520
39484_and_820_and_821,39484__820_821
187327_and_29348,29348__187327
204516_and_817,817__204516
47678_and_84030,47678__84030
349096_and_40518,40518__349096
33038_and_52226,33038__52226
1755626_and_351091_and_357276,1755626__351091_357276
46506_and_84026,46506__84026
1366_and_310297_and_387090,387090__1366_310297
39491_and_40520,39491__40520
1365_and_310298_and_371601,371601__1365_310298
351091_and_357276,351091__357276
820_and_821,820__821
165179_and_28111_and_39488,28111__39488_165179
1366_and_310297,1366__310297
1365_and_310298,1365__310298
165179_and_39488,39488__165179
