,D006973
46506__501571,0.7802071831148418
363265__571_936548,0.6381290581179953
491921__47678_638849,-0.5809681628384261
47678__638849,0.57451024502724
328814__1118061,0.5295487325932815
1226323__454154_552398,0.4473478133812293
39492__1535_487173,0.5763470212874423
1226322__1680_626940,0.4371798399137385
901__40518_239935,-1.8657770447015023
40519__333367,0.1231211138295598
1680__626940,-1.266026523248836
907__158847_301301,-0.8014023617303481
823__665950,0.5967222338615026
571__936548,0.013975556752740323
487175__55565_338188,0.8363063668959796
1735__817_469610,-0.28233414676504265
40518__239935,-0.6333491759557607
35833__328813_626932,-0.4306258996257937
876__52226,-0.25099515726283755
861__33038_208479,0.17397695639470548
1535__487173,-0.7381103880789078
154046__165179_387090,-0.5534241861798525
1547__818_28116,-0.4325396821515863
158847__301301,-0.4138412273810472
1304__1681_39491,-0.808921323536326
1382__28111_166486,-0.2033238077409756
674529__310297_310298,-0.438596235748546
817__469610,0.04155743486288682
291644__562_204516,-0.704468731332776
328813__626932,0.21637666321814164
165179__387090,-0.6791338273792855
33038__208479,0.7473313273181846
1211813__216816_360807,-1.2049774449660682
371601__550_357276,-0.5050530225056571
1681__39491,0.7752297692217499
28111__166486,0.6219102647286899
562__204516,-0.02687198137963806
550__357276,0.3434713463092442
1660__573_39485,-0.8782056624210187
905__74426_751585,-1.267259434173974
310297__310298,0.056302931899983186
216816__360807,0.7480031389823794
818__28116,0.985249653577196
74426__751585,1.096436037134991
487174__28117_40545,-0.3520409377991069
573__39485,1.1113264792979816
33039__46228,-0.15160872976539325
218538__820_821,-1.6900892426919214
55565__338188,0.1435822250023643
454154__552398,-0.7748849869134573
28117__40545,-0.8262265284845048
820__821,-1.635048373222917
